numero;id;status;vazia;origem;carreta;cavalo;data;km_odometro;km_gps;km_reta;rota_km;tem_polyline;pontos_trajeto;pontos_todas_placas;rastreado_via;problemas
C-2026-000619;619;Em rota;N;Uberlândia;OGK1H32;CYB3H13;2026-09-01;988;951.6;694.0;993.4;N;274;274;{'placa': 'OGK1H32', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000620;620;Entregue;N;Uberlândia;TYN8I98;EWJ6C10;2026-09-01;398;407.0;291.7;389.2;N;613;863;{'fallback_carreta_muda': True, 'placa': 'EWJ6C10', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000621;621;No destino;N;Montes Claros;QXH6I52;QQB5D21;2026-09-01;929;1018.5;824.1;1150.6;N;1003;1376;{'placa': 'QXH6852', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000622;622;Entregue;N;Uberlândia;;OWH0F53;2026-09-01;424;425.2;346.5;422.8;N;941;941;{'placa': 'OWH0F53', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000623;623;Em rota;N;Uberlândia;TZD5A42;AKD0C26;2026-09-02;524;491.1;848.7;1075.0;N;155;155;{'placa': 'TZD5A42', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000624;624;No destino;N;Suzano;HOA0J28;HMV6I37;2026-09-02;940;939.3;792.5;925.3;N;213;213;{'placa': 'HOA0J28', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000625;625;Entregue;N;Uberlândia;HMV3I98;HBG6C95;2026-09-02;759;737.4;571.8;629.2;N;216;216;{'placa': 'HMV3I98', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000626;626;Entregue;N;Hidrolândia;TZC0I41;HMV3A15;2026-09-02;1858;1832.8;895.7;1264.7;N;367;367;{'placa': 'TZC0I41', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000627;627;No destino;N;Seropédica;JSX7G63;HDI9J06;2026-09-02;942;909.4;642.2;931.0;N;268;268;{'placa': 'JSX7G63', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000628;628;Aberta;N;Seropédica;HOA0E66;EWU0D62;2026-09-02;480;587.4;642.2;931.0;N;379;379;{'placa': 'HOA0E66', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000629;629;No destino;N;Serra;QXC5I34;HDI9E22;2026-09-02;1067;1018.0;785.1;1028.8;N;276;276;{'placa': 'QXC5834', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000630;630;Em rota;N;Resende;TZB1D35;AZK2I93;2026-09-02;630;594.7;196.2;317.4;N;293;293;{'placa': 'TZB1D35', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000631;631;No destino;N;Jundiaí;TDI2H14;ITD7F37;2026-09-02;990;935.4;830.5;951.8;N;287;287;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000632;632;No destino;N;Cordeirópolis;HMV3D38;TDW4G23;2026-09-02;521;534.0;410.1;457.5;N;1342;1344;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000633;633;No destino;N;Monte Mor;HNL0A70;TYX9F59;2026-09-02;843;867.3;725.2;831.1;N;1672;1672;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000634;634;Em rota;N;Rubiataba;TCE7I47;TDW4E79;2026-09-02;1414;1363.0;1053.1;1490.6;N;1199;1551;{'placa': 'TCE7I47', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000635;635;No destino;N;Extrema;TZB1D11;CNI1I88;2026-09-02;1029;1004.4;804.6;1018.0;N;1169;1169;{'placa': 'TZB1D11', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000636;636;Em rota;N;Canápolis;QXE0I32;DIL8F42;2026-09-02;1104;1015.7;936.8;1170.5;N;307;307;{'placa': 'QXE0832', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000637;637;Em rota;N;Uberlândia;QXE0I28;HKE0G75;2026-09-02;743;734.4;694.0;993.4;N;197;197;{'placa': 'QXE0828', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000638;638;No destino;N;Uberlândia;NWA3B56;QOY6F50;2026-09-02;136;127.4;104.0;114.3;N;498;580;{'placa': 'NWA3B56', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
V-2026-000001;639;Entregue;S;Castanhal;GSV8C03;QPJ1I60;2026-08-28;;73.1;51.4;;N;139;139;{'fallback_carreta_muda': True, 'placa': 'QPJ1I60', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000002;640;Entregue;S;Monte Mor;GZQ3A80;DIL8F42;2026-08-31;173;172.6;122.1;;N;76;76;{'placa': 'GZQ3080', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000003;641;Entregue;S;Rio de Janeiro;HDI9F40;DIL8F42;2026-08-21;435;444.1;319.4;;N;265;265;{'placa': 'HDI9F40', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000004;642;Entregue;S;Belo Horizonte;HFB9H06;TYX9F52;2026-08-21;;802.5;428.6;;N;456;1078;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000005;643;Entregue;S;Ituiutaba;HIG4A80;QOD5F57;2026-08-07;;2040.2;967.7;;N;7296;8359;{'fallback_carreta_muda': True, 'placa': 'QOD5F57', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000006;644;Entregue;S;Anápolis;HIG4A80;JXX4C04;2026-08-27;102;81.7;76.3;;N;66;66;{'placa': 'HIG4A80', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000007;645;Entregue;S;Três Rios;HJW5I04;QJP0A68;2026-08-26;557;478.8;404.8;;N;198;198;{'placa': 'HJW5804', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000008;646;Entregue;S;Cordeirópolis;HKE0480;CYB3H13;2026-08-08;2402;2329.5;785.1;;N;915;915;{'placa': 'HKE0480', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000009;647;Entregue;S;Jundiaí;HKE0E80;CYB3H13;2026-08-21;73;66.0;50.1;;N;19;19;{'placa': 'HKE0480', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000010;648;Entregue;S;Duque de Caxias;HKE0E80;CYB3H13;2026-08-28;452;450.5;370.4;;N;124;124;{'placa': 'HKE0480', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000011;649;Entregue;S;Novo Cruzeiro;HKE0D21;HKE0G50;2026-08-29;328;371.3;310.8;;N;160;160;{'placa': 'HKE0321', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000012;650;Entregue;S;EXTREMA;HKE0D75;TDW4E79;2026-08-19;;174.7;123.7;;N;534;608;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000013;651;Entregue;S;Duque de Caxias;HMV3714;NJZ9B97;2026-08-06;1728;2848.4;895.7;;N;762;762;{'placa': 'HMV3714', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000014;652;Entregue;S;Osasco;HMV3H14;QOY6F50;2026-08-27;;36.6;832.2;;N;454;468;{'fallback_carreta_muda': True, 'placa': 'QOY6F50', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000015;653;Entregue;S;Cajamar;HMV3D38;TDW4G23;2026-08-22;;225.7;113.9;;N;2960;2962;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000016;654;Entregue;S;CAMACARI;HMV3D59;GVK8I66;2026-08-21;1277;1725.9;1454.2;;N;474;474;{'placa': 'HMV3D59', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000017;655;Entregue;S;Brasília;HMV3G86;AKD0C26;2026-08-06;1419;535.3;346.5;;N;345;345;{'placa': 'HMV3G86', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000018;656;Entregue;S;Duque de Caxias;HNH1D02;HIK5A05;2026-08-21;474;405.9;352.3;;N;102;102;{'placa': 'HNH1302', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000019;657;Entregue;S;Teresina;HNL0A70;TYX9F59;2026-08-21;;533.7;1644.5;;N;620;620;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000020;658;Entregue;S;Teresina;HNL0A70;TYX9F59;2026-08-27;;1555.9;744.5;;N;995;995;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000021;659;Entregue;S;Embu das Artes;HNL0A70;TYX9F59;2026-08-31;;14.2;550.7;;N;71;71;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000022;660;Entregue;S;Guarulhos;MWP0H69;AVH6F10;2026-08-21;0;0;70.2;;N;2;2;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | trajeto com menos de 5 pontos | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
V-2026-000023;661;Entregue;S;BRASILIA;NWA3B56;EWU0D62;2026-08-19;271;262.7;154.6;;N;94;94;{'placa': 'NWA3B56', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000024;662;Entregue;S;Duque de Caxias;OGK1H32;MHG5C28;2026-08-26;148;131.0;122.7;;N;53;53;{'placa': 'OGK1H32', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000025;663;Entregue;S;Extrema;QWZ9B18;FFA2I61;2026-08-22;24;311.5;123.7;;N;25;25;{'placa': 'QWZ9118', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem) | HAVERSINE inflado (jitter/saltos de posicao)
V-2026-000026;664;Entregue;S;Senador Canedo;QXA2997;ITD7F37;2026-08-05;;209.3;224.1;;N;7;7;{'placa': 'QXA2997', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000027;665;Entregue;S;Cariacica;QXA2997;GYS5I67;2026-08-12;1028;907.9;839.9;;N;264;264;{'placa': 'QXA2997', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000028;666;Entregue;S;Pouso Alegre;QXA9H76;HDI9J06;2026-08-21;39;129.5;126.8;;N;119;119;{'placa': 'QXA9776', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
V-2026-000029;667;Entregue;S;Duque de Caxias;QXA9H76;HMV3A15;2026-08-27;230;320.0;308.9;;N;143;143;{'placa': 'QXA9776', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
V-2026-000030;668;Entregue;S;JUNDIAI;QXE0I30;HLE0D74;2026-08-22;54;65.2;54.5;;N;19;19;{'placa': 'QXE0830', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000031;669;Entregue;S;Arapiraca;QXE0I30;HLE0D74;2026-08-24;434;416.2;353.9;;N;106;106;{'placa': 'QXE0830', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000032;670;Entregue;S;São Bernardo do Campo;QXF1I45;DPF3C52;2026-08-22;117;117.4;111.3;;N;113;113;{'placa': 'QXF1845', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000033;671;Entregue;S;Guarulhos;QXG2G47;MSQ1J73;2026-08-31;14;86.9;70.2;;N;6;6;{'placa': 'QXG2647', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
V-2026-000034;672;Entregue;S;Cordeirópolis;QXH6946;TDW4G23;2026-08-05;;98.1;97.0;;N;140;181;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000035;673;Entregue;S;Brasília;QXH6946;EGK6I72;2026-08-26;87;2.3;346.5;;N;10;10;{'placa': 'QXH6946', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
V-2026-000036;674;Entregue;S;Cajamar;QXH6I52;QQB5D21;2026-08-21;;230.2;113.9;;N;1150;1186;{'fallback_carreta_muda': True, 'placa': 'QQB5D21', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000037;675;Entregue;S;Rio de Janeiro;QXH6I52;QQB5D21;2026-08-26;;454.0;379.5;;N;394;548;{'fallback_carreta_muda': True, 'placa': 'QQB5D21', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000038;676;Entregue;S;Duque de Caxias;QXH6J44;HBG6D56;2026-08-27;459;432.8;308.9;;N;107;107;{'placa': 'QXH6944', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000039;677;Entregue;S;Brasília;TCE7I47;TYX9F55;2026-08-05;;719.8;436.2;;N;4165;5123;{'fallback_carreta_muda': True, 'placa': 'TYX9F55', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000040;678;Entregue;S;Linhares;TCE7I47;TYX9F55;2026-08-27;;347.3;226.7;;N;1065;1218;{'fallback_carreta_muda': True, 'placa': 'TYX9F55', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000041;679;Entregue;S;Cordeirópolis;TCF1H59;OBG9E84;2026-08-07;1010;604.7;410.1;;N;86;86;{'placa': 'TCF1H59', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000042;680;Entregue;S;Osasco;TCF1H59;OBG9E84;2026-08-27;215;152.3;89.6;;N;110;110;{'placa': 'TCF1H59', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000043;681;Entregue;S;Aparecida de Goiânia;TCX3D25;QUY5E03;2026-08-06;756;436.9;249.7;;N;154;154;{'placa': 'TCX3D25', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000044;682;Entregue;S;Ribeirão Pires;TCX3D25;QUY5E03;2026-08-20;233;190.6;95.2;;N;49;49;{'placa': 'TCX3D25', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000045;683;Entregue;S;Uberaba;TCX3D25;HIF2E39;2026-08-22;;1429.5;798.7;;N;1208;1660;{'fallback_carreta_muda': True, 'placa': 'HIF2E39', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000046;684;Entregue;S;Brasília;TDI2H14;HBG6C95;2026-08-05;1948;3708.0;828.8;;N;1443;1443;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000047;685;Entregue;S;Extrema;TDI2H14;HBG6C95;2026-08-20;156;97.3;69.8;;N;92;92;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000048;686;Entregue;S;Brasília;TDI2H14;HBG6C95;2026-08-25;276;209.8;174.6;;N;78;78;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000049;687;Entregue;S;Cordeirópolis;TDJ3H18;QQA7E43;2026-08-11;;1805.7;1885.8;;N;1684;2488;{'fallback_carreta_muda': True, 'placa': 'QQA7E43', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000050;688;Entregue;S;Japeri;TYN8I98;EWJ6C10;2026-08-26;;474.2;319.3;;N;643;803;{'fallback_carreta_muda': True, 'placa': 'EWJ6C10', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000051;689;Entregue;S;Brasília;TYO9J49;EWJ6C10;2026-08-05;;609.4;212.4;;N;4297;8012;{'fallback_carreta_muda': True, 'placa': 'EWJ6C10', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000052;690;Entregue;S;Rio de Janeiro;TYZ7I93;EWU0D62;2026-08-27;464;424.8;361.7;;N;934;934;{'placa': 'TYZ7I93', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000053;691;Entregue;S;Rio de Janeiro;TZB0J17;AZM6E29;2026-08-05;;0;129.1;;N;1;7;{'fallback_carreta_muda': True, 'placa': 'AZM6E29', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000054;692;Entregue;S;Cordeirópolis;TZB0J17;NJZ9B97;2026-08-06;2289;780.6;410.1;;N;588;588;{'placa': 'TZB0J17', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000055;693;Entregue;S;BRASILIA;TZB0J17;JXX4C04;2026-08-19;1452;1324.8;891.3;;N;2467;2467;{'placa': 'TZB0J17', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000056;694;Entregue;S;Feira de Santana;TZB1D11;HJZ0B89;2026-08-07;1154;2747.2;1269.8;;N;3152;3152;{'placa': 'TZB1D11', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | HAVERSINE inflado (jitter/saltos de posicao)
V-2026-000057;695;Entregue;S;ANAPOLIS;TZB1D35;AZK2I93;2026-08-20;123;74.7;76.3;;N;38;38;{'placa': 'TZB1D35', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000058;696;Entregue;S;Duque de Caxias;TZB1D35;AZK2I93;2026-08-24;111;130.3;122.7;;N;36;36;{'placa': 'TZB1D35', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000059;697;Entregue;S;Brasília;TZB1D35;AZK2I93;2026-08-27;241;212.7;190.9;;N;203;203;{'placa': 'TZB1D35', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000060;698;Entregue;S;Fortaleza;TZC0I44;TDW4E79;2026-08-26;;672.6;555.5;;N;755;912;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000061;699;Entregue;S;Arujá;TZC9G24;QPJ1I60;2026-08-19;;230.2;2116.5;;N;262;352;{'fallback_carreta_muda': True, 'placa': 'QPJ1I60', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000062;700;Entregue;S;Medina;TZD5A42;AKD0C26;2026-08-08;1035;1184.3;781.2;;N;484;484;{'placa': 'TZD5A42', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
V-2026-000063;701;Entregue;S;Ribeirão Pires;TZD5A42;AKD0C26;2026-08-25;105;255.6;95.2;;N;89;89;{'placa': 'TZD5A42', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | HAVERSINE inflado (jitter/saltos de posicao)
